ID,name,organism,desc,source
MER0013959,vaccinia virus I7L processing peptidase,,[C57.001]#C57#{peptidase unit: 1-423},AAR17919
MER0013972,CG31742 protein,Drosophila melanogaster,,
MER0013973,proteasome subunit beta pseudogene,Mus musculus,[T01.P01]#T01A#{peptidase unit: 6-184},AB003305
MER0013976,At3g16150,Arabidopsis thaliana,,
MER0013985,eimepsin,Eimeria tenella,[A01.058]#A01A#{peptidase unit: 89-432},Q9GN67
MER0013997,necepsin-2,Necator americanus,[A01.068]#A01A#{peptidase unit: 82-412},Q9N9H3
MER0014006,trichodermapepsin,Trichoderma harzianum,[A01.027]#A01A#{peptidase unit: 79-404},Q9HDT6
MER0014025,kallikrein 10,rodent-type,,
MER0014027,complement component C1sA,Mus musculus,,
MER0014033,ubiquitin-specific peptidase 36,Homo sapiens,[C19.042]#C19#{peptidase unit: 84-434},UBP36_HUMAN
MER0014035,ASPG1 peptidase,Arabidopsis thaliana,[A01.A09]#A01B#{peptidase unit: 142-500},Q9LS40
MER0014038,Mername-AA034 peptidase,Homo sapiens,[A01.057]#A01A#{peptidase unit: 1-51},Z99297
MER0014050,caspase DAMM,Drosophila sp.,,
MER0014054,Mername-AA031 peptidase,Homo sapiens,[S01.085]#S01A#{peptidase unit: 1-241},ABD48880
MER0014056,PreP1 peptidase,Arabidopsis-type,,
MER0014063,SplD peptidase,Staphylococcus aureus,,
MER0014064,At3g16550,Arabidopsis thaliana,,
MER0014065,similar to hypothetical protein FLJ22408,Mus musculus,[S33.974]#S33#{peptidase unit: 90-417},XP_144468
MER0014085,At3g14067,Arabidopsis thaliana,,
MER0014086,NalP g.p.,Neisseria meningitidis,,
MER0014089,At5g11940,Arabidopsis thaliana,,
MER0014095,SENP7 peptidase,Homo sapiens,[C48.009]#C48#{peptidase unit: 760-951},SENP7_HUMAN
MER0014096,PreP2 peptidase,Arabidopsis-type,,
MER0014097,Mername-AA004 peptidase,Mus musculus,[C19.043]#C19#{peptidase unit: 263-837},UBPT_MOUSE
MER0014111,Mername-AA247 peptidase,Biomphalaria glabrata,[S01.483]#S01A#{peptidase unit: 1-240},Q9GQ03
MER0014114,AtUBP2 peptidase,Arabidopsis thaliana,and similar,
MER0014115,UBP6 peptidase,Arabidopsis-type,,
MER0014118,deubiquitinating enzyme 14,plant,,
MER0014119,ubiquitin-specific peptidase 15,Arabidopsis thaliana-like peptidase,,
MER0014120,At5g46740,Arabidopsis thaliana,,
MER0014121,At5g10790,Arabidopsis thaliana,,
MER0014122,At5g57990,Arabidopsis thaliana,,
MER0014123,At4g30890,Arabidopsis thaliana,,
MER0014124,At3g14400,Arabidopsis thaliana-like peptidase,,
MER0014127,At1g08210,Arabidopsis thaliana,,
MER0014135,DNA repair protein RadA,Escherichia coli,,
MER0014137,BlaR1 peptidase,Staphylococcus aureus,[M56.001]#M56#{peptidase unit: 1-294},BLAR_STAAU
MER0014140,PenR1 peptidase,Bacillus licheniformis,[M56.003]#M56#{peptidase unit: 5-305},BLAR_BACLI
MER0014141,MAP1 peptidase,"Myxococcus xanthus, Pimelobacter sp.",,
MER0014143,gill-associated virus 3C-like peptidase,,[C62.001]#C62#{peptidase unit: 2832-3126},YP_001661453
MER0014187,At4g33410 g.p.,Arabidopsis thaliana,,
MER0014188,PgpA peptidase,Lactococcus lactis,[C40.006]#C40#{peptidase unit: 89-197},NP_267092
MER0014226,TMPRSS13 peptidase,Homo sapiens,[S01.087]#S01A#{peptidase unit: 326-559},TMPSD_HUMAN
MER0014227,AVR-Pita peptidase,Magnaporthe sp.,,
MER0014273,Mername-AA001 peptidase,Mus musculus,[C19.050]#C19#{peptidase unit: 140-825},Q99LG0
MER0014289,SPG31-like peptidase,Ipomoea batatas,[C01.104]#C01A#{peptidase unit: 121-339},Q9AUC6
MER0014290,ubiquitin-specific peptidase 32,Homo sapiens,[C19.044]#C19#{peptidase unit: 499-1380},UBP6_HUMAN
MER0014291,ubiquitin-specific peptidase 26,mouse-type,,
MER0014292,ubiquitin-specific peptidase 26,Homo sapiens-type,,
MER0014300,HreP peptidase,Yersinia enterocolitica,,
MER0014306,Afg3-like protein 1A,Homo sapiens,[M41.016]#M41#{peptidase unit: 401-671},AC092143
MER0014309,At5g59120,Arabidopsis thaliana,,
MER0014310,At5g58840,Arabidopsis thaliana,,
MER0014311,At5g58830,Arabidopsis thaliana,,
MER0014312,At5g58820,Arabidopsis thaliana,,
MER0014313,At5g58810,Arabidopsis thaliana,,
MER0014314,At5g36950,Arabidopsis thaliana,,
MER0014315,At5g59810,Arabidopsis thaliana,,
MER0014316,autophagin-3,Homo sapiens,[C54.004]#C54#{peptidase unit: 43-407},Q96DT6
MER0014317,DEGP9 g.p.,Arabidopsis thaliana,,
MER0014318,At5g40560,Arabidopsis thaliana,,
MER0014319,ADAM32 protein,Rattus norvegicus,[M12.960]#M12B#{peptidase unit: 34-235},Q9EPJ2
MER0014323,A36 g.p.,Arabidopsis thaliana,,
MER0014324,AtFtsH11 peptidase,Arabidopsis thaliana,[M41.018]#M41#{peptidase unit: 568-806},Q9FGM0
MER0014325,At5g59190,Arabidopsis thaliana,,
MER0014328,Mername-AA210 peptidase,Arabidopsis thaliana,"[S08.082]#S08A#{peptidase unit: 149-397, 498-646}",Q9FK76
MER0014329,At5g45640,Arabidopsis thaliana,,
MER0014330,kaouthiagin,Naja kaouthia,[M12.236]#M12B#{peptidase unit: 10-208},P82942
MER0014331,ADAMTS10 peptidase,Homo sapiens,[M12.235]#M12B#{peptidase unit: 234-457},EAW68907
MER0014333,At5g56730,Arabidopsis thaliana-like peptidase,,
MER0014335,ubiquitin-specific peptidase 33,Homo sapiens,[C19.037]#C19#{peptidase unit: 124-726},UBP33_HUMAN
MER0014337,ADAMTS12 peptidase,Homo sapiens,[M12.237]#M12B#{peptidase unit: 241-456},AT12_HUMAN
MER0014348,S-layer-associated peptidase,Caulobacter crescentus,[M10.035]#M10B#{peptidase unit: 67-244},ACL94248
MER0014366,dipeptidyl-peptidase 7,Porphyromonas gingivalis-type,,
MER0014385,spinesin,Homo sapiens,[S01.313]#S01A#{peptidase unit: 218-455},TMS5_HUMAN
MER0014397,aminopeptidase pepZ,Staphylococcus sp.,,
MER0014416,aminopeptidase S,Staphylococcus-type,,
MER0014418,HMRA peptidase,Staphylococcus-type,,
MER0014430,yeast presenilin fold 1,Saccharomyces cerevisiae,[A22.008]#A22B#{peptidase unit: 116-541},YKK0_YEAST
MER0014446,cell envelope peptidase A,Streptococcus-type,,
MER0014453,enhancin,,[M60.001]#M60#{peptidase unit: 1-782},O37353
MER0014454,enhancin-2,,[M60.002]#M60#{peptidase unit: 1-788},NP_047797
MER0014456,enhancin-like peptidase,granulovirus,,
MER0014465,CspB peptidase,Clostridium sp.,,
MER0014492,leishmanolysin-2,Homo sapiens,[M08.003]#M08#{peptidase unit: 103-686},CAP49203
MER0014493,spermosin,Halocynthia roretzi,,
MER0014494,collagenase-like A peptidase,rodent,,
MER0014495,collagenase-like B peptidase,rodent,,
MER0014496,glycyl aminopeptidase,Sphingomonas capsulata,[M61.001]#M61#{peptidase unit: 1-641},Q934I9
MER0014518,Mername-AA273 peptidase,Caenorhabditis elegans,[M24.032]#M24B#{peptidase unit: 313-571},O44750
MER0014520,CDR1 peptidase,Arabidopsis-type,,
MER0014521,pappalysin-2,Homo sapiens,[M43.005]#M43B#{peptidase unit: 614-938},PAPP2_HUMAN
MER0014522,At3g20015,Arabidopsis thaliana-type peptidase,,
MER0014523,At1g01300,Arabidopsis thaliana-type peptidase,,
MER0014524,At1g25510,Arabidopsis thaliana-type peptidase,,
MER0014536,At3g50050,Arabidopsis thaliana,,
MER0014550,vascular chymase,Rattus norvegicus,,
MER0014557,cathepsin L3,Fasciola sp.,,
MER0014560,Mername-AA069 putative peptidase,Mus musculus,[C01.051]#C01A#{peptidase unit: 124-343},Q91ZF4
MER0014562,cathepsin-3,Mus musculus,[C01.053]#C01A#{peptidase unit: 113-332},Q9DAZ8
MER0014574,TgCPL peptidase,Toxoplasma-type,,
MER0014576,intestain D4,Leptinotarsa decemlineata,,
MER0014577,allergen Blo t 1,Blomia tropicalis-type,,
MER0014613,ubiquitinyl hydrolase isozyme L4,Mus musculus,,
MER0014622,Caspy2 g.p.,Brachydanio rerio,,
MER0014625,At1g23430/At1g23440,Arabidopsis thaliana,,
MER0014626,At1g56700,Arabidopsis thaliana,,
MER0014627,Mername-AA073 peptidase,Mus musculus,[C15.011]#C15#{peptidase unit: 5-117},Q9CWB5
MER0014628,Usp9y g.p.,Mus musculus,,
MER0014629,ubiquitin-specific peptidase 46,Homo sapiens,[C19.052]#C19#{peptidase unit: 1-366},Q9H7U4
MER0014633,ubiquitin-specific peptidase 37,Homo sapiens,[C19.053]#C19#{peptidase unit: 303-962},UB37_HUMAN
MER0014634,ubiquitin-specific peptidase 28,Homo sapiens,[C19.054]#C19#{peptidase unit: 124-661},UBPS_HUMAN
MER0014636,ubiquitin-specific peptidase 47,Homo sapiens,[C19.055]#C19#{peptidase unit: 150-575},UBP47_HUMAN
MER0014637,ubiquitin-specific peptidase 38,Homo sapiens,[C19.056]#C19#{peptidase unit: 407-960},NP_115946
MER0014638,ubiquitin-specific peptidase 44,Homo sapiens,[C19.057]#C19#{peptidase unit: 235-689},UBP44_HUMAN
MER0014639,ubiquitin-specific peptidase 50,Mus musculus,[C19.058]#C19#{peptidase unit: 1-374},UBP50_MOUSE
MER0014640,At2g24640,Arabidopsis thaliana,,
MER0014642,ubp9,Schizosaccharomyces pombe-type,,
MER0014644,CT18196 protein,Drosophila melanogaster,,
MER0014645,ubp2/SPAC328.06,Schizosaccharomyces pombe,,
MER0014646,ubiquitin-specific peptidase 35,Homo sapiens,[C19.059]#C19#{peptidase unit: 403-937},UBP35_HUMAN
MER0014647,CT24583 protein,Drosophila melanogaster,,
MER0014648,ubp1,Schizosaccharomyces pombe-type,,
MER0014649,ubiquitin-specific peptidase 30,Homo sapiens,[C19.060]#C19#{peptidase unit: 37-502},UBP30_HUMAN
MER0014654,sapovirus 3C-like peptidase,,[C24.003]#C24#{peptidase unit: 1052-1200},Q9QEJ5
MER0014655,At1g78670,Arabidopsis thaliana,,
MER0014656,At1g78660,Arabidopsis thaliana,,
MER0014664,mersacidin lantibiotic processing peptidase,Bacillus sp. HIL-Y85/54728,[C39.004]#C39#{peptidase unit: 1-142},Q9RC21
MER0014665,streptococcin processing peptidase,Streptococcus pyogenes,[C39.003]#C39#{peptidase unit: 1-139},O31053
MER0014666,mutacin II processing peptidase,Streptococcus mutans,and similar,
MER0014672,RipB peptidoglycan hydrolase,Mycobacterium tuberculosis,[C40.012]#C40#{peptidase unit: 127-251},YP_001287452
MER0014686,L1 peptidase,Citrus tristeza virus,,
MER0014693,SUSP4 peptidase,Mus musculus,,
MER0014694,SENP8 peptidase,Mus musculus,[C48.011]#C48#{peptidase unit: 17-175},SEN8_MOUSE
MER0014695,T27C5.9 transposon,Caenorhabditis elegans,,
MER0014721,At3g02720,Arabidopsis thaliana,,
MER0014736,NEK2 pseudogene,Homo sapiens,[C19.P01]#C19#{peptidase unit: 316-756},AL512310
MER0014739,Mername-AA090 non-peptidase homologue,Homo sapiens,[C19.974]#C19#{peptidase unit: 318-755},AP000533
MER0014743,Mername-AA091 peptidase,Homo sapiens,[C19.062]#C19#{peptidase unit: 16-370},UBP12_HUMAN
MER0014744,WF146 peptidase,Bacillus sp. WF146,,
MER0014750,Mername-AA088 peptidase,Homo sapiens,[C19.P05]#C19#{peptidase unit: 658-1053},AC004204
MER0014763,parechovirus picornain 3C,,[C03.023]#C03F#{peptidase unit: 1512-1711},POLG_EC22H
MER0014766,Mername-AA093 caspase pseudogene,Homo sapiens,[C14.P02]#C14A#{peptidase unit: 1-260},AF098666
MER0014768,ubiquitin-specific peptidase 45,Mus musculus,[C19.064]#C19#{peptidase unit: 153-813},AAH27768
MER0014770,CG7023 protein,Drosophila melanogaster,,
MER0014771,At5g65450,Arabidopsis thaliana,,
MER0014772,At1g32850,Arabidopsis thaliana,,
MER0014776,Y67D2.2 g.p.,Caenorhabditis elegans,,
MER0014779,At5g17080,Arabidopsis thaliana,,
MER0014780,ubiquitin-specific peptidase 34,Homo sapiens,[C19.067]#C19#{peptidase unit: 1856-2250},UBP34_HUMAN
MER0014789,porcine epidemic diarrhea virus papain-like peptidase 1,,[C16.003]#C16B#{peptidase unit: 1689-1858},Q91AV2
MER0014795,HtrA3 peptidase,Homo sapiens,[S01.284]#S01C#{peptidase unit: 175-333},HRA3_HUMAN
MER0014797,separase-like pseudogene,Homo sapiens,[C50.P01]#C50#{peptidase unit: 4-79},AC009901
MER0014802,Mername-AA100 putative peptidase,Homo sapiens,[C56.003]#C56#{peptidase unit: 22-139},AC020612
MER0014803,Mername-AA101 non-peptidase homologue,Homo sapiens,[C56.971]#C56#{peptidase unit: 32-149},AL161454
MER0014824,VMP peptidase,Volvox carteri,[M11.002]#M11#{peptidase unit: 148-504},Q948Y9
MER0014827,glutamyl endopeptidase C,Cucumis sativus,[S09.021]#S09D#{peptidase unit: 654-915},XP_004135992
MER0014970,psLon peptidase,Homo sapiens,[S16.006]#S16#{peptidase unit: 286-581},BAG54439
MER0014973,ZmpC metallopeptidase,Streptococcus pneumoniae,[M26.003]#M26#{peptidase unit: 578-1838},Q97T80
MER0014983,DacB metallopeptidase,Streptococcus pneumoniae,,
MER0015075,strypsin-2,Mus musculus,[S01.315]#S01A#{peptidase unit: 31-278},Q99MS4
MER0015076,strypsin-1,Mus musculus,[S01.314]#S01A#{peptidase unit: 31-274},Q924N9
MER0015077,tryptase pseudogene I,Homo sapiens,[S01.P09]#S01A#{peptidase unit: 12-260},HSTRYPE
MER0015078,tryptase pseudogene II,Homo sapiens,[S01.P10]#S01A#{peptidase unit: 1-220},HSTRYPF
MER0015079,tryptase pseudogene III,Homo sapiens,[S01.P11]#S01A#{peptidase unit: 10-257},HSTRYPG
MER0015088,falcilysin,Plasmodium falciparum,[M16.011]#M16C#{peptidase unit: 121-583},Q9U7N7
MER0015090,Mername-AA224 non-peptidase homologue,Mus musculus,[M16.975]#M16B#{peptidase unit: 52-277},UCR1_MOUSE
MER0015091,Mername-AA103 peptidase,Homo sapiens,[M28.016]#M28X#{peptidase unit: 87-382},QPCTL_HUMAN
MER0015094,glutaminyl-peptide cyclotransferase-like non-peptidase homologue,Mus musculus,[M28.979]#M28A#{peptidase unit: 60-362},QPCT_MOUSE
MER0015095,glutaminyl cyclase,Homo sapiens,[M28.974]#M28X#{peptidase unit: 59-361},QPCT_HUMAN
MER0015112,dihydropyrimidinase,Mus musculus,[M38.973]#M38#{peptidase unit: 7-405},DPYS_MOUSE
MER0015119,TOP2 peptidase,Arabidopsis thaliana,,
MER0015121,At1g71696,Arabidopsis thaliana,,
MER0015127,At1g13270,Arabidopsis thaliana-type peptidase,,
MER0015128,At3g25740,Arabidopsis thaliana,,
MER0015137,AtFtsH8 peptidase,Arabidopsis thaliana,[M41.025]#M41#{peptidase unit: 430-685},Q8W585
MER0015142,carnosine dipeptidase I,Homo sapiens,[M20.006]#M20F#{peptidase unit: 3-507},CNDP1_HUMAN
MER0015147,ADAM33 peptidase,Mus musculus,[M12.244]#M12B#{peptidase unit: 207-410},AD33_MOUSE
MER0015148,Mername-AA107 peptidase,Mus musculus,[M12.240]#M12B#{peptidase unit: 198-393},Q811Q3
MER0015155,dipeptidase 2 homologue,rodent,,
MER0015162,Mername-AA112 homologue,Macaca fascicularis,[M12.982]#M12B#{peptidase unit: 10-98},Q95JU9
MER0015163,Mername-AA113 homologue,Macaca fascicularis,[M12.983]#M12B#{peptidase unit: 269-399},BAF63644
MER0015166,Y67D8C.9 g.p.,Caenorhabditis elegans,,
MER0015170,TOPL peptidase,Arabidopsis thaliana,,
MER0015175,MEP peptidase,nematode,,
MER0015181,Y116A8C.4 g.p.,Caenorhabditis elegans,,
MER0015184,LmaCP1 carboxypeptidase,Leishmania major,and similar,
MER0015193,AtFtsH6 peptidase,Arabidopsis thaliana,[M41.019]#M41#{peptidase unit: 434-671},FTSH6_ARATH
MER0015194,SPBC543.09,Schizosaccharomyces pombe,,
MER0015195,rcaA g.p.,Dictyostelium discoideum,,
MER0015197,Ftsh peptidase,Thermus-type,,
MER0015199,Mername-AA223 peptidase,Mycobacterium smegmatis,[M41.015]#M41#{peptidase unit: 373-651},ABK75289
MER0015204,At1g79560,Arabidopsis thaliana-type peptidase,,
MER0015215,metallopeptidase PGM48,Arabidopsis thaliana,,
MER0015231,{Cydia pomonella} granulovirus metallopeptidase,,[M10.040]#M10A#{peptidase unit: 118-328},Q91F09
MER0015234,hemorrhagic factor 3,Bothrops jararaca-like peptidase,,
MER0015241,metallopeptidase MTP-1,Ancylostoma caninum,[M12.310]#M12A#{peptidase unit: 141-328},Q962D4
MER0015244,strongylastacin,Strongyloides stercoralis,[M12.323]#M12A#{peptidase unit: 36-224},Q968Y6
MER0015259,plinsulysin,Solanum lycopersicum,[M16.017]#M16A#{peptidase unit: 4-215},Q93YG9
MER0015270,cym1 g.p.,Schizosaccharomyces pombe,,
MER0015303,At5g04710,Arabidopsis thaliana,,
MER0015336,ALTERED MERISTEM PROGRAM1-like peptidase,Arabidopsis thaliana,[M28.007]#M28B#{peptidase unit: 275-537},GCP2_ARATH
MER0015338,B0495.7 g.p.,Caenorhabditis elegans,,
MER0015354,At1g51780,Arabidopsis thaliana,,
MER0015415,DipM g.p.,Caulobacter sp.,,
MER0015417,enterolysin A,Enterococcus faecalis,[M23.007]#M23B#{peptidase unit: 1-184},Q9F8B0
MER0015424,CP70 cold-active peptidase,Flavobacterium balustinum,,
MER0015427,At2g05920,Arabidopsis thaliana,,
MER0015428,AtSBT1 peptidase,Arabidopsis thaliana,,
MER0015429,At1g30600,Arabidopsis thaliana,,
MER0015430,At1g32940,Arabidopsis thaliana,,
MER0015431,At1g32950,Arabidopsis thaliana,,
MER0015432,At1g32960,Arabidopsis thaliana,,
MER0015433,At1g32970,Arabidopsis thaliana,,
MER0015434,At5g03620,Arabidopsis thaliana,,
MER0015435,At1g20150,Arabidopsis thaliana,,
MER0015436,At1g66210,Arabidopsis thaliana,,
MER0015437,At1g66220,Arabidopsis thaliana,,
MER0015438,SDD1 peptidase,Arabidopsis thaliana,[S08.084]#S08A#{peptidase unit: 135-619},NP_563701
MER0015439,ALE1 peptidase,Arabidopsis thaliana,"[S08.014]#S08A#{peptidase unit: 65-336, 455-621}",O48798
MER0015446,RTVL-H-type putative peptidase,Homo sapiens,[A02.055]#A02A#{peptidase unit: 32-129},Q15408
MER0015449,rhomboid-1,Diptera,,
MER0015450,ADAMTS13 peptidase,Homo sapiens,[M12.241]#M12B#{peptidase unit: 62-286},ATS13_HUMAN
MER0015451,rhomboid-3,Drosophila melanogaster,[S54.011]#S54#{peptidase unit: 97-341},Q9W0F8
MER0015452,rhomboid-2,Drosophila-type,,
MER0015453,rhomboid-like protein 2,Homo sapiens,[S54.002]#S54#{peptidase unit: 71-303},RHBL2_HUMAN
MER0015454,rhomboid-like protein 1,Homo sapiens,[S54.005]#S54#{peptidase unit: 196-438},RHB1_HUMAN
MER0015455,ROM-1 peptidase,Caenorhabditis elegans,[S54.013]#S54#{peptidase unit: 110-356},Q19821
MER0015458,AarA peptidase,Providencia stuartii,[S54.004]#S54#{peptidase unit: 20-281},A55862
MER0015459,rhomboid YqgP peptidase,Bacillus subtilis,[S54.014]#S54#{peptidase unit: 176-412},YQGP_BACSU
MER0015460,At2g29050,Arabidopsis thaliana,,
MER0015462,ydcA g.p.,Bacillus subtilis,,
MER0015465,GlpG peptidase,Haemophilus-type,,
MER0015468,GlpG peptidase,Escherichia-type,,
MER0015470,rom-3 g.p.,Caenorhabditis elegans,,
MER0015472,Pcp1 peptidase,yeast,,
MER0015473,SPBC30D10.19c g.p.,Schizosaccharomyces pombe,,
MER0015475,rhomboid peptidase 2,Mycobacterium sp.,,
MER0015479,human endogenous retrovirus retropepsin homologue 1,Homo sapiens,[A02.056]#A02A#{peptidase unit: 165-247},HSA02056
MER0015481,human endogenous retrovirus retropepsin homologue 2,Homo sapiens,[A02.057]#A02A#{peptidase unit: 47-149},HSA02057
MER0015483,ubiquitin-specific peptidase 40,Homo sapiens,[C19.069]#C19#{peptidase unit: 3-372},UBP40_HUMAN
MER0015493,ubiquitin-specific peptidase 31,Homo sapiens,[C19.071]#C19#{peptidase unit: 67-776},UBP31_HUMAN
MER0015556,At1g09750,Arabidopsis thaliana-type peptidase,,
MER0015557,At2g39710,Arabidopsis thaliana-type peptidase,,
MER0015558,At4g16560,Arabidopsis thaliana-type peptidase,,
MER0015560,At5g22850,Arabidopsis thaliana-type peptidase,,
MER0015561,At5g37540,Arabidopsis thaliana,,
MER0015562,At5g45120,Arabidopsis thaliana-type peptidase,,
MER0015563,At5g07030,Arabidopsis thaliana-type peptidase,,
MER0015564,At5g43100,Arabidopsis thaliana-type peptidase,,
MER0015565,At3g25700,Arabidopsis thaliana-type peptidase,,
MER0015566,At3g12700,Arabidopsis thaliana-type peptidase,,
MER0015567,At5g10080,Arabidopsis thaliana-type peptidase,,
MER0015568,At3g59080,Arabidopsis thaliana,,
MER0015569,PCS1 peptidase,Arabidopsis thaliana,[A01.074]#A01B#{peptidase unit: 53-450},Q9LZL3
MER0015570,At3g42550,Arabidopsis thaliana,,
MER0015571,At3g54400,Arabidopsis thaliana-type peptidase,,
MER0015572,At1g05840,Arabidopsis thaliana-type peptidase,,
MER0015573,At3g51340,Arabidopsis thaliana,,
MER0015574,At2g42980,Arabidopsis thaliana,,
MER0015575,At4g12920,Arabidopsis thaliana,,
MER0015576,At3g52500,Arabidopsis thaliana-type peptidase,,
MER0015578,At4g33490,Arabidopsis thaliana-type peptidase,,
MER0015580,At4g35880,Arabidopsis thaliana-type peptidase,,
MER0015581,At4g30030,Arabidopsis thaliana,,
MER0015582,At4g30040,Arabidopsis thaliana,,
MER0015583,Mername-AA124 peptidase,Mus musculus,[S01.416]#S01C#{peptidase unit: 42-194},MMS01416
MER0015584,At2g36670,Arabidopsis thaliana-type peptidase,,
MER0015585,At1g77480,Arabidopsis thaliana,,
MER0015586,At1g44130,Arabidopsis thaliana-type peptidase,,
MER0015587,At1g31450,Arabidopsis thaliana,,
MER0015588,At1g66180,Arabidopsis thaliana,,
MER0015589,At1g49050,Arabidopsis thaliana-type peptidase,,
MER0015601,At1g65650,Arabidopsis thaliana,,
MER0015604,At1g78680,Arabidopsis thaliana,,
MER0015609,AtFtsH10 peptidase,Arabidopsis thaliana,[M41.023]#M41#{peptidase unit: 540-811},FTSHA_ARATH
MER0015611,At1g23470,Arabidopsis thaliana,,
MER0015612,At1g61130,Arabidopsis thaliana,,
MER0015613,At1g52600,Arabidopsis thaliana-type peptidase,,
MER0015614,At1g73280,Arabidopsis thaliana,,
MER0015616,At1g43780,Arabidopsis thaliana,,
MER0015617,At1g73270,Arabidopsis thaliana,,
MER0015618,At1g73290,Arabidopsis thaliana,,
MER0015619,At1g28110,Arabidopsis thaliana-type peptidase,,
MER0015620,At1g06870,Arabidopsis thaliana,,
MER0015621,At1g76140,Arabidopsis thaliana-type peptidase,,
MER0015630,RBL2 peptidase,Arabidopsis thaliana,[S54.015]#S54#{peptidase unit: 61-286},Q9CAN1
MER0015631,At1g52580,Arabidopsis thaliana,,
MER0015632,At1g25290,Arabidopsis thaliana,,
MER0015633,At1g12750,Arabidopsis thaliana,,
MER0015644,At3g15710,Arabidopsis thaliana,,
MER0015646,At3g06910,Arabidopsis thaliana,,
MER0015651,At3g17180,Arabidopsis thaliana,,
MER0015652,At3g07990,Arabidopsis thaliana-type peptidase,,
MER0015653,At3g12203,Arabidopsis thaliana,,
MER0015654,At3g10450,Arabidopsis thaliana,,
MER0015656,At3g12230,Arabidopsis thaliana,,
MER0015657,At3g12220,Arabidopsis thaliana,,
MER0015658,At3g54940,Arabidopsis thaliana,,
MER0015659,At3g53780,Arabidopsis thaliana,,
MER0015663,ADAMTS19 peptidase,Homo sapiens,[M12.029]#M12B#{peptidase unit: 320-545},ATS19_HUMAN
MER0015667,At4g23070,Arabidopsis thaliana,,
MER0015670,At4g10590,Arabidopsis thaliana,,
MER0015672,UCH3 protein,Arabidopsis thaliana,,
MER0015678,At5g08260,Arabidopsis thaliana,,
MER0015679,At5g22980,Arabidopsis thaliana,,
MER0015680,At5g42230,Arabidopsis thaliana,,
MER0015681,At5g42240,Arabidopsis thaliana-type peptidase,,
MER0015682,tyrosyl aminopeptidase,Raphanus-type,,
MER0015683,At5g24810,Arabidopsis thaliana,,
MER0015684,At5g46390,Arabidopsis thaliana-type peptidase,,
MER0015686,At5g07250,Arabidopsis thaliana,,
MER0015688,At5g20660,Arabidopsis thaliana,,
MER0015689,ADAMTS16 peptidase,Homo sapiens,[M12.026]#M12B#{peptidase unit: 285-495},ATS16_HUMAN
MER0015690,AtFtsH9 peptidase,Arabidopsis thaliana,[M41.A03]#M41#{peptidase unit: 542-806},Q9FIM2
MER0015691,At5g19740,Arabidopsis thaliana-type peptidase,,
MER0015694,At5g42320,Arabidopsis thaliana,,
MER0015993,similar to type-I signal peptidase,Listeria monocytogenes,[S26.021]#S26A#{peptidase unit: 27-180},Q8Y7K6
MER0015994,similar to type-I signal peptidase,Listeria monocytogenes,[S26.019]#S26A#{peptidase unit: 29-188},YP_002350266
MER0016031,HtrA-like peptidase,Listeria-type,,
MER0016034,similar to type-I signal peptidase,Listeria monocytogenes,[S26.020]#S26A#{peptidase unit: 36-189},Q8Y7K7
MER0016044,metallocarboxypeptidase O,Homo sapiens,[M14.021]#M14A#{peptidase unit: 39-349},CBPO_HUMAN
MER0016067,IgA peptidase,Clostridium ramosum-type,,
MER0016090,ADAMTS18 peptidase,Homo sapiens,[M12.028]#M12B#{peptidase unit: 288-498},ATS18_HUMAN
MER0016095,encystation-specific peptidase,Giardia sp.,,
MER0016096,"dipeptidyl-peptidase IV, membrane-type",protistan,,
MER0016115,2310051m13rik protein,Mus musculus,[C01.054]#C01A#{peptidase unit: 114-331},NP_081620
MER0016132,Prss37 protein,Homo sapiens,[S01.989]#S01A#{peptidase unit: 24-172},XM_059830
MER0016137,tubulointerstitial nephritis antigen,Homo sapiens,[C01.973]#C01A#{peptidase unit: 159-465},TINAG_HUMAN
MER0016159,clp-7 g.p.,Caenorhabditis elegans,,
MER0016165,acutobin,Deinagkistrodon acutus,[S01.235]#S01A#{peptidase unit: 25-253},VSP1_AGKAC
MER0016167,glutamyl peptidase BI,Bacillus intermedius,[S01.443]#S01B#{peptidase unit: 89-285},Q9EXR9
MER0016172,murein tetrapeptidase LD-carboxypeptidase,Escherichia-type,,
MER0016185,microcin C7 immunity protein,Escherichia coli,[S66.003]#S66#{peptidase unit: 16-344},MCCF_ECOLI
MER0016188,pacifastin inhibitor unit 5,Pacifastacus leniusculus,[I19.006]#I19#{inhibitor unit: 229-263},P91776
MER0016191,murein tetrapeptidase LD-carboxypeptidase,Pseudomonas-type,,
MER0016210,acubin,Deinagkistrodon acutus,[S01.348]#S01A#{peptidase unit: 25-251},Q9W7S1
MER0016215,EhCP-B peptidase,Entamoeba histolytica,,
MER0016217,Prss41 g.p.,Mus musculus,,
MER0016218,secretogranin V,Homo sapiens,[I21.001]#I21#{inhibitor unit: 27-212},7B2_HUMAN
MER0016222,microcin-processing peptidase 1 homologue,Escherichia coli,[M103.950]#M103#{peptidase unit: 1-450},PMBA_ECOLI
MER0016233,plasma kallikrein-like peptidase,Mus musculus,[S01.419]#S01A#{peptidase unit: 57-290},EDL36051
MER0016235,kallikrein 5-like peptidase,Mus musculus,[S01.418]#S01A#{peptidase unit: 84-309},EDL22686
MER0016248,,Thermotoga maritima,[M103.003]#M103#{peptidase unit: 187-435},Q9WZI6
